207|2|183|C|0|No building details supplied by user for address #3|
208|2|184|C|0|No building details supplied by user for address #4|
209|2|191|W|0|Check not performed.  Attempted to use real data in test mode.|
210|2|211|C|0|Length of residence is the same as the threshold for address #1.|
211|2|221|C|0|Length of residence is the greater than the threshold for address #1.|
212|2|231|C|0|Length of residence is the less than the threshold for address #1.|
213|2|241|C|0|Person not currently resident at specified address #1.|
214|2|4021|W|0|Reference data accounts for some years in range specified by user for address #1|
215|2|4022|W|0|Reference data accounts for some years in range specified by user for address #2|
216|2|4023|W|0|Reference data accounts for some years in range specified by user for address #3|
217|2|4024|W|0|Reference data accounts for some years in range specified by user for address #4|
218|2|4031|W|0|There were years specified by the user that cannot be supported by the data for address #1.|
219|2|4032|W|0|There were years specified by the user that cannot be supported by the data for address #2.|
220|2|4033|W|0|There were years specified by the user that cannot be supported by the data for address #3.|
221|2|4034|W|0|There were years specified by the user that cannot be supported by the data for address #4.|
222|2|4041|W|0|Reference data suggests that the target was not resident at address #1 during some years specified by the user.|
223|2|4042|W|0|Reference data suggests that the target was not resident at address #2 during some years specified by the user.|
224|2|4043|W|0|Reference data suggests that the target was not resident at address #3 during some years specified by the user.|
225|2|4044|W|0|Reference data suggests that the target was not resident at address #4 during some years specified by the user.|
226|2|4051|W|0|Many addresses found for address #1. Insufficient address information provided by user to obtain a unique match.|
227|2|4052|W|0|Many addresses found for address #2. Insufficient address information provided by user to obtain a unique match.|
228|2|4053|W|0|Many addresses found for address #3. Insufficient address information provided by user to obtain a unique match.|
229|2|4054|W|0|Many addresses found for address #4. Insufficient address information provided by user to obtain a unique match.|
230|2|4091|W|0|Forename alias matched address #1|
231|2|4092|W|0|Forename alias matched address #2|
232|2|4093|W|0|Forename alias matched address #3|
233|2|4094|W|0|Forename alias matched address #4|
234|2|7001|N|0|Address #1 details are not valid|
235|2|7002|N|0|Address #2 details are not valid|
236|2|7003|N|0|Address #3 details are not valid|
237|2|7004|N|0|Address #4 details are not valid|
238|2|7011|N|0|Middle initial did not match address #1|
239|2|7012|N|0|Middle initial did not match address #2|
240|2|7013|N|0|Middle initial did not match address #3|
241|2|7014|N|0|Middle initial did not match address #4|
242|2|7021|N|0|Forename did not match address #1|
243|2|7022|N|0|Forename did not match address #2|
244|2|7023|N|0|Forename did not match address #3|
245|2|7024|N|0|Forename did not match address #4|
246|2|7031|N|0|Surname did not match address #1|
247|2|7032|N|0|Surname did not match address #2|
248|2|7033|N|0|Surname did not match address #3|
249|2|7034|N|0|Surname did not match address #4|
250|2|7041|N|0|Reference data accounts for none of the years in the range specified by user for address #1|
251|2|7042|N|0|Reference data accounts for none of the years in the range specified by user for address #2|
252|2|7043|N|0|Reference data accounts for none of the years in the range specified by user for address #3|
253|2|7044|N|0|Reference data accounts for none of the years in the range specified by user for address #4|
254|2|7051|N|0|Reference data suggests that some years are unaccounted for by user for address #1|
255|2|7052|N|0|Reference data suggests that some years are unaccounted for by user for address #2|
256|2|7053|N|0|Reference data suggests that some years are unaccounted for by user for address #3|
257|2|7054|N|0|Reference data suggests that some years are unaccounted for by user for address #4|
258|2|102|C|0|No day of birth specified by user.|
259|2|103|C|0|No month of birth specified by user.|
260|2|104|C|0|No year of birth specified by user.|
261|2|115|C|0|No date of birth is available on the electoral roll.|
262|2|131|C|0|No date of birth is available on the electoral roll at address #1.|
263|2|132|C|0|No date of birth is available on the electoral roll at address #2.|
264|2|133|C|0|No date of birth is available on the electoral roll at address #3.|
265|2|134|C|0|No date of birth is available on the electoral roll at address #4.|
266|2|400|C|0|Supplied subject age <18.|
267|2|401|C|0|Supplied subject age >102.|
268|2|402|W|0|Date of birth format supplied is not valid.|
269|2|4115|W|0|Date of birth on electoral roll indicates this person may be under 18.|
270|2|4161|W|0|Date of birth on electoral roll at address #1 indicates this person may be under 18.|
271|2|4162|W|0|Date of birth on electoral roll at address #2 indicates this person may be under 18.|
272|2|4163|W|0|Date of birth on electoral roll at address #3 indicates this person may be under 18.|
273|2|4164|W|0|Date of birth on electoral roll at address #4 indicates this person may be under 18.|
274|2|1061|M|0|Date of birth matched against electoral roll at address #1.|
275|2|1062|M|0|Date of birth matched against electoral roll at address #2.|
276|2|1063|M|0|Date of birth matched against electoral roll at address #3.|
277|2|1064|M|0|Date of birth matched against electoral roll at address #4.|
278|2|7061|M|0|Date of birth mismatched against the electoral roll at address #1.|
279|2|7062|M|0|Date of birth mismatched against the electoral roll at address #2.|
280|2|7063|M|0|Date of birth mismatched against the electoral roll at address #3.|
281|2|7064|M|0|Date of birth mismatched against the electoral roll at address #4.|
